id,category,title,question,answer,intent,keywords,priority,status,approved,source_type
kb_0067,Proceso de calidad,Auditoria,Tengo un problema de auditoría,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",auditoria,auditoría; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0068,Proceso de calidad,Auditoria,¿Qué evidencia sirve para auditoría?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",auditoria,auditoría; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0069,Proceso de calidad,Auditoria,Redáctame una respuesta para un caso de auditoría,"Puedes responder así: Se registra el caso relacionado con auditoría. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",auditoria,auditoría; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0070,Proceso de calidad,Indicador calidad,¿Cómo manejo un caso de indicador?,"Un caso de indicador debe tener fórmula, periodicidad, fuente de datos, meta y responsable. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",indicador_calidad,indicador; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0071,Proceso de calidad,Indicador calidad,Tengo un problema de indicador,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",indicador_calidad,indicador; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0072,Proceso de calidad,Indicador calidad,¿Qué evidencia sirve para indicador?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",indicador_calidad,indicador; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0073,Proceso de calidad,Indicador calidad,Redáctame una respuesta para un caso de indicador,"Puedes responder así: Se registra el caso relacionado con indicador. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",indicador_calidad,indicador; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0074,Proceso de calidad,Gestion riesgo,¿Cómo manejo un caso de riesgo?,"Un caso de riesgo debe evaluar probabilidad, impacto, control existente y acción de tratamiento. En la Mesa de Ayuda debe quedar documentado como ticket, con comentarios de seguimiento y evidencia asociada para mantener la trazabilidad.",gestion_riesgo,riesgo; calidad; proceso; evidencia,8,active,True,corpus_conversacional_inicial
kb_0075,Proceso de calidad,Gestion riesgo,Tengo un problema de riesgo,"Regístralo con una descripción concreta, indica proceso afectado, adjunta soporte y define el impacto. Si requiere análisis, deja el ticket en revisión hasta completar la validación.",gestion_riesgo,riesgo; problema; registrar; impacto,8,active,True,corpus_conversacional_inicial
kb_0076,Proceso de calidad,Gestion riesgo,¿Qué evidencia sirve para riesgo?,"Sirve cualquier soporte verificable: documento, captura, acta, correo, foto, formato diligenciado, historial del sistema o comentario técnico. Lo importante es que pruebe el hecho reportado y permita seguimiento.",gestion_riesgo,riesgo; evidencia; soporte; verificable,8,active,True,corpus_conversacional_inicial
kb_0077,Proceso de calidad,Gestion riesgo,Redáctame una respuesta para un caso de riesgo,"Puedes responder así: Se registra el caso relacionado con riesgo. Se revisará la evidencia aportada, se validará el impacto en el proceso y se definirá la acción correspondiente con responsable y fecha de seguimiento.",gestion_riesgo,riesgo; redactar; respuesta; caso,8,active,True,corpus_conversacional_inicial
kb_0078,Radicación,Explicar campo radicacion,¿Qué pongo en el campo asunto?,"El asunto debe resumir el caso en pocas palabras, por ejemplo: Retraso en respuesta de calidad o Solicitud de ajuste documental.",explicar_campo_radicacion,asunto; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0079,Radicación,Explicar campo radicacion,¿Qué pongo en el campo descripción?,"La descripción debe explicar qué ocurrió, dónde ocurrió, desde cuándo, qué impacto tiene y qué resultado se espera.",explicar_campo_radicacion,descripción; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0080,Radicación,Explicar campo radicacion,¿Qué pongo en el campo área?,El área debe ser la principal responsable del análisis o atención del caso.,explicar_campo_radicacion,área; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0081,Radicación,Explicar campo radicacion,¿Qué pongo en el campo prioridad?,"La prioridad debe definirse según impacto, urgencia, vencimiento, riesgo y afectación del servicio.",explicar_campo_radicacion,prioridad; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0082,Radicación,Explicar campo radicacion,¿Qué pongo en el campo evidencia?,"La evidencia puede ser un archivo, foto, documento, captura o comentario verificable asociado al hecho.",explicar_campo_radicacion,evidencia; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0083,Radicación,Explicar campo radicacion,¿Qué pongo en el campo responsable?,"El responsable se asigna según área, flujo de trabajo, carga y permisos configurados.",explicar_campo_radicacion,responsable; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0084,Radicación,Explicar campo radicacion,¿Qué pongo en el campo fecha límite?,La fecha límite debe responder a la urgencia y a los acuerdos de servicio definidos.,explicar_campo_radicacion,fecha límite; campo; radicación; solicitud,8,active,True,corpus_conversacional_inicial
kb_0085,Radicación,Radicar solicitud,Necesito crear un ticket,"Para crear un ticket debes registrar asunto, descripción, área, prioridad, solicitante y evidencia si aplica. Después confirma la radicación para que el sistema genere trazabilidad.",radicar_solicitud,necesito; crear; debes; registrar; asunto; descripción; prioridad; solicitante; evidencia; aplica,8,active,True,corpus_conversacional_inicial
kb_0086,Radicación,Radicar solicitud,"No tengo evidencia, ¿puedo radicar?","Sí puedes radicar si el caso requiere revisión, pero debes indicar que la evidencia está pendiente o explicar por qué no existe. El cierre no debería realizarse sin soporte suficiente cuando el proceso lo exige.",radicar_solicitud,evidencia; radicar; puedes; requiere; revisión; pero; debes; indicar; está; pendiente,8,active,True,corpus_conversacional_inicial
kb_0087,Radicación,Radicar solicitud,Me equivoqué al radicar,"No borres la trazabilidad. Agrega un comentario aclaratorio o solicita corrección al responsable autorizado. Si el error cambia el sentido del caso, puede requerirse reclasificación.",radicar_solicitud,equivoqué; radicar; borres; trazabilidad; agrega; comentario; aclaratorio; solicita; corrección; responsable,8,active,True,corpus_conversacional_inicial
kb_0088,Radicación,Radicar solicitud,Quiero radicar algo anónimo,"La Mesa de Ayuda debe conservar trazabilidad. Si se permite reporte reservado, debe configurarse como política del sistema; de lo contrario, el solicitante debe quedar identificado.",radicar_solicitud,quiero; radicar; algo; anónimo; mesa; ayuda; conservar; trazabilidad; permite; reporte,8,active,True,corpus_conversacional_inicial
kb_0089,Radicación,Radicar solicitud,El caso afecta a varias áreas,"Radícalo con el área principal responsable y menciona las áreas relacionadas en la descripción. Si el flujo lo permite, se pueden agregar responsables de apoyo.",radicar_solicitud,afecta; varias; áreas; radícalo; principal; responsable; menciona; relacionadas; descripción; flujo,8,active,True,corpus_conversacional_inicial
kb_0090,Radicación,Radicar solicitud,No sé qué prioridad usar,"Usa prioridad alta si hay riesgo crítico, vencimiento cercano o afectación a varios usuarios. Usa media si requiere atención programada y baja si es mejora o consulta sin urgencia.",radicar_solicitud,prioridad; usar; alta; riesgo; crítico; vencimiento; cercano; afectación; varios; media,8,active,True,corpus_conversacional_inicial
kb_0091,Radicación,Radicar solicitud,¿Puedo adjuntar varios archivos?,"Sí, cuando el sistema lo permita. Es recomendable nombrar los archivos de forma clara para facilitar revisión y auditoría.",radicar_solicitud,adjuntar; varios; archivos; sistema; permita; recomendable; nombrar; forma; clara; facilitar,8,active,True,corpus_conversacional_inicial
kb_0092,Radicación,Radicar solicitud,¿Qué pasa después de radicar?,"El ticket queda registrado, se asigna responsable o área, se genera seguimiento y el usuario puede consultar el estado según sus permisos.",radicar_solicitud,pasa; después; radicar; queda; registrado; asigna; responsable; genera; seguimiento; consultar,8,active,True,corpus_conversacional_inicial
kb_0093,Seguimiento y cierre,Consultar estado,¿En qué estado está mi ticket?,"Para consultar el estado necesito el número de ticket o identificar la solicitud. Si el sistema encuentra el registro, te indicaré estado actual, responsable y última actualización permitida.",consultar_estado,estado; está; consultar; necesito; número; identificar; sistema; encuentra; registro; indicaré,8,active,True,corpus_conversacional_inicial
kb_0094,Seguimiento y cierre,Consultar ticket,Busca el ticket DT-0001,"Voy a buscar el ticket en la base de datos. Si existe y tienes permiso para verlo, puedo mostrar estado, responsable, prioridad, área y último seguimiento.",consultar_ticket,busca; 0001; buscar; base; datos; existe; permiso; verlo; mostrar; estado,8,active,True,corpus_conversacional_inicial
kb_0095,Seguimiento y cierre,Agregar comentario,Quiero agregar un comentario,"Puedes agregarlo como seguimiento del ticket. El comentario debe ser claro, relacionado con el caso y conservar trazabilidad. No reemplaza la evidencia cuando esta es obligatoria.",agregar_comentario,quiero; agregar; comentario; puedes; agregarlo; seguimiento; claro; relacionado; conservar; trazabilidad,8,active,True,corpus_conversacional_inicial
kb_0096,Seguimiento y cierre,Agregar evidencia,Quiero subir una evidencia,Adjunta el soporte al ticket y describe qué demuestra. La evidencia debe estar relacionada con la solicitud y ser verificable para auditoría.,agregar_evidencia,quiero; subir; evidencia; adjunta; soporte; describe; demuestra; estar; relacionada; verificable,8,active,True,corpus_conversacional_inicial
kb_0097,Seguimiento y cierre,Cerrar ticket,¿Cómo cierro un ticket?,"Antes de cerrar, valida que exista respuesta final, evidencia suficiente, responsable definido y que el solicitante haya sido informado si aplica. El cierre debe quedar registrado con comentario final.",cerrar_ticket,cómo; cierro; antes; cerrar; valida; exista; respuesta; final; evidencia; suficiente,8,active,True,corpus_conversacional_inicial
kb_0098,Seguimiento y cierre,Reabrir ticket,Necesito reabrir un ticket cerrado,"La reapertura debe justificarse. Indica por qué el cierre no resolvió el caso, qué evidencia nueva existe o qué actividad quedó pendiente.",reabrir_ticket,necesito; reabrir; cerrado; reapertura; justificarse; indica; cierre; resolvió; evidencia; nueva,8,active,True,corpus_conversacional_inicial
kb_0099,Seguimiento y cierre,Escalar ticket,Este ticket no avanza,"Si el ticket está detenido, revisa responsable, fecha de última gestión, evidencia y causa de espera. Si supera el tiempo permitido, puede escalarse al jefe general con justificación.",escalar_ticket,avanza; está; detenido; revisa; responsable; fecha; última; gestión; evidencia; causa,8,active,True,corpus_conversacional_inicial
kb_0100,Seguimiento y cierre,Ampliar espera,Necesito más tiempo para resolver,"Puedes solicitar ampliación de espera con una causa clara, nueva fecha estimada y comentario de seguimiento. No debe usarse para ocultar inactividad.",ampliar_espera,necesito; tiempo; resolver; puedes; solicitar; ampliación; espera; causa; clara; nueva,8,active,True,corpus_conversacional_inicial
kb_0101,Seguimiento y cierre,Vencimiento,¿Qué significa ticket vencido?,"Un ticket vencido es aquel que superó el tiempo definido sin cierre o sin la acción esperada. Debe revisarse prioridad, responsable y causa del incumplimiento.",vencimiento,significa; vencido; aquel; superó; tiempo; definido; cierre; acción; esperada; revisarse,8,active,True,corpus_conversacional_inicial
kb_0102,Seguimiento y cierre,Satisfaccion,El usuario no quedó satisfecho,"Registra el comentario del usuario, revisa si el cierre fue adecuado y evalúa reapertura, acción correctiva o mejora si el caso revela falla del proceso.",satisfaccion,quedó; satisfecho; registra; comentario; revisa; cierre; adecuado; evalúa; reapertura; acción,8,active,True,corpus_conversacional_inicial
kb_0103,Seguimiento y cierre,Consultar estado,Estado de mi solicitud,"Para consultar eso necesito identificar el ticket. Si lo encuentro y tienes permiso, te mostraré estado, responsable, prioridad y último movimiento.",consultar_estado,estado; consultar; necesito; identificar; encuentro; permiso; mostraré; responsable; prioridad; último,8,active,True,corpus_conversacional_inicial
kb_0104,Seguimiento y cierre,Cerrar ticket,Finalizar el caso,"Para finalizarlo, verifica evidencia, respuesta final, validación del solicitante si aplica y comentario de cierre. El sistema debe conservar la trazabilidad.",cerrar_ticket,finalizar; finalizarlo; verifica; evidencia; respuesta; final; validación; solicitante; aplica; comentario,8,active,True,corpus_conversacional_inicial
kb_0105,Seguimiento y cierre,Escalar ticket,Pasarlo al jefe,"Puedes escalarlo si hay bloqueo, vencimiento o decisión pendiente. Registra la justificación y conserva los comentarios previos del responsable.",escalar_ticket,pasarlo; jefe; puedes; escalarlo; bloqueo; vencimiento; decisión; pendiente; registra; justificación,8,active,True,corpus_conversacional_inicial
kb_0106,Seguimiento y cierre,Agregar evidencia,Subir soporte,Adjunta el soporte al ticket y explica qué prueba. La evidencia debe quedar vinculada al caso para revisión posterior.,agregar_evidencia,subir; soporte; adjunta; explica; prueba; evidencia; quedar; vinculada; revisión; posterior,8,active,True,corpus_conversacional_inicial
kb_0107,Seguimiento y cierre,Reabrir ticket,Volver a abrir,"La reapertura requiere una justificación concreta y, de ser posible, evidencia nueva o explicación de lo que quedó sin resolver.",reabrir_ticket,volver; abrir; reapertura; requiere; justificación; concreta; posible; evidencia; nueva; explicación,8,active,True,corpus_conversacional_inicial
kb_0108,Reportes e indicadores,Consultar tickets abiertos,¿Cómo reviso tickets abiertos?,"El indicador de tickets abiertos muestra cantidad de casos activos que aún requieren gestión. Puedo consultarlo si el sistema tiene los datos y filtros requeridos, como rango de fechas, área o responsable.",consultar_tickets_abiertos,tickets abiertos; indicador; kpi; reporte,6,active,True,corpus_conversacional_inicial
kb_0109,Reportes e indicadores,Consultar tickets abiertos,Dame un reporte de tickets abiertos,"Para generar el reporte de tickets abiertos, necesito definir periodo, área y nivel de detalle. El resultado debe mostrar dato principal, tendencia y casos que requieren acción.",consultar_tickets_abiertos,tickets abiertos; reporte; periodo; área,6,active,True,corpus_conversacional_inicial
kb_0110,Reportes e indicadores,Consultar tickets vencidos,¿Cómo reviso tickets vencidos?,"El indicador de tickets vencidos muestra casos que superaron el tiempo definido de atención. Puedo consultarlo si el sistema tiene los datos y filtros requeridos, como rango de fechas, área o responsable.",consultar_tickets_vencidos,tickets vencidos; indicador; kpi; reporte,6,active,True,corpus_conversacional_inicial
kb_0111,Reportes e indicadores,Consultar tickets vencidos,Dame un reporte de tickets vencidos,"Para generar el reporte de tickets vencidos, necesito definir periodo, área y nivel de detalle. El resultado debe mostrar dato principal, tendencia y casos que requieren acción.",consultar_tickets_vencidos,tickets vencidos; reporte; periodo; área,6,active,True,corpus_conversacional_inicial
kb_0112,Reportes e indicadores,Kpi tiempo cierre,¿Cómo reviso tiempo promedio de cierre?,"El indicador de tiempo promedio de cierre muestra promedio entre radicación y cierre de tickets. Puedo consultarlo si el sistema tiene los datos y filtros requeridos, como rango de fechas, área o responsable.",kpi_tiempo_cierre,tiempo promedio de cierre; indicador; kpi; reporte,6,active,True,corpus_conversacional_inicial
kb_0113,Reportes e indicadores,Kpi tiempo cierre,Dame un reporte de tiempo promedio de cierre,"Para generar el reporte de tiempo promedio de cierre, necesito definir periodo, área y nivel de detalle. El resultado debe mostrar dato principal, tendencia y casos que requieren acción.",kpi_tiempo_cierre,tiempo promedio de cierre; reporte; periodo; área,6,active,True,corpus_conversacional_inicial
kb_0114,Reportes e indicadores,Kpi area,¿Cómo reviso casos por área?,"El indicador de casos por área muestra distribución de solicitudes según área responsable. Puedo consultarlo si el sistema tiene los datos y filtros requeridos, como rango de fechas, área o responsable.",kpi_area,casos por área; indicador; kpi; reporte,6,active,True,corpus_conversacional_inicial
kb_0115,Reportes e indicadores,Kpi area,Dame un reporte de casos por área,"Para generar el reporte de casos por área, necesito definir periodo, área y nivel de detalle. El resultado debe mostrar dato principal, tendencia y casos que requieren acción.",kpi_area,casos por área; reporte; periodo; área,6,active,True,corpus_conversacional_inicial
kb_0116,Reportes e indicadores,Kpi reincidencia,¿Cómo reviso reincidencias?,"El indicador de reincidencias muestra temas o problemas repetidos en un periodo. Puedo consultarlo si el sistema tiene los datos y filtros requeridos, como rango de fechas, área o responsable.",kpi_reincidencia,reincidencias; indicador; kpi; reporte,6,active,True,corpus_conversacional_inicial
kb_0117,Reportes e indicadores,Kpi reincidencia,Dame un reporte de reincidencias,"Para generar el reporte de reincidencias, necesito definir periodo, área y nivel de detalle. El resultado debe mostrar dato principal, tendencia y casos que requieren acción.",kpi_reincidencia,reincidencias; reporte; periodo; área,6,active,True,corpus_conversacional_inicial
kb_0118,Reportes e indicadores,Kpi satisfaccion,¿Cómo reviso satisfacción?,"El indicador de satisfacción muestra percepción del solicitante después del cierre. Puedo consultarlo si el sistema tiene los datos y filtros requeridos, como rango de fechas, área o responsable.",kpi_satisfaccion,satisfacción; indicador; kpi; reporte,6,active,True,corpus_conversacional_inicial
kb_0119,Reportes e indicadores,Kpi satisfaccion,Dame un reporte de satisfacción,"Para generar el reporte de satisfacción, necesito definir periodo, área y nivel de detalle. El resultado debe mostrar dato principal, tendencia y casos que requieren acción.",kpi_satisfaccion,satisfacción; reporte; periodo; área,6,active,True,corpus_conversacional_inicial
kb_0120,Reportes e indicadores,Kpi mejoras,¿Cómo reviso mejoras generadas?,"El indicador de mejoras generadas muestra acciones de mejora derivadas de tickets. Puedo consultarlo si el sistema tiene los datos y filtros requeridos, como rango de fechas, área o responsable.",kpi_mejoras,mejoras generadas; indicador; kpi; reporte,6,active,True,corpus_conversacional_inicial
kb_0121,Reportes e indicadores,Kpi mejoras,Dame un reporte de mejoras generadas,"Para generar el reporte de mejoras generadas, necesito definir periodo, área y nivel de detalle. El resultado debe mostrar dato principal, tendencia y casos que requieren acción.",kpi_mejoras,mejoras generadas; reporte; periodo; área,6,active,True,corpus_conversacional_inicial
kb_0122,Reportes e indicadores,Kpi responsable,¿Cómo reviso carga por responsable?,"El indicador de carga por responsable muestra cantidad de tickets asignados a cada usuario. Puedo consultarlo si el sistema tiene los datos y filtros requeridos, como rango de fechas, área o responsable.",kpi_responsable,carga por responsable; indicador; kpi; reporte,6,active,True,corpus_conversacional_inicial
kb_0123,Reportes e indicadores,Kpi responsable,Dame un reporte de carga por responsable,"Para generar el reporte de carga por responsable, necesito definir periodo, área y nivel de detalle. El resultado debe mostrar dato principal, tendencia y casos que requieren acción.",kpi_responsable,carga por responsable; reporte; periodo; área,6,active,True,corpus_conversacional_inicial
kb_0124,Aprendizaje controlado,Aprendizaje pendiente,Aprende que los tickets sin evidencia no deben cerrarse,He registrado ese aprendizaje como pendiente de aprobación. No lo usaré como regla oficial hasta que el Super Admin lo revise y lo apruebe.,aprendizaje_pendiente,aprende; evidencia; cerrarse; registrado; aprendizaje; pendiente; aprobación; usaré; regla; oficial,6,active,True,corpus_conversacional_inicial
kb_0125,Aprendizaje controlado,Aprendizaje pendiente,Recuerda que Calidad revisa las solicitudes de auditoría,Puedo guardarlo como aprendizaje pendiente. Para convertirlo en conocimiento oficial debe revisarse y aprobarse en el panel de aprendizaje.,aprendizaje_pendiente,recuerda; revisa; auditoría; guardarlo; aprendizaje; pendiente; convertirlo; conocimiento; oficial; revisarse,6,active,True,corpus_conversacional_inicial
kb_0126,Aprendizaje controlado,Feedback respuesta,"Esto no era así, corrige esa respuesta","Gracias por la corrección. Registraré el comentario para revisión. Si hay una regla oficial diferente, el Super Admin puede actualizar la base de conocimiento.",feedback_respuesta,corrige; respuesta; gracias; corrección; registraré; comentario; revisión; regla; oficial; diferente,6,active,True,corpus_conversacional_inicial
kb_0127,Aprendizaje controlado,Feedback respuesta,No respondas eso así,"Entendido. Registraré la observación para mejorar la respuesta. Si deseas, puedo proponer una versión corregida para aprobación.",feedback_respuesta,respondas; entendido; registraré; observación; mejorar; respuesta; deseas; proponer; versión; corregida,6,active,True,corpus_conversacional_inicial
kb_0128,Aprendizaje controlado,Conocimiento obsoleto,Esa información ya no aplica,Marcaré la observación como posible conocimiento obsoleto. Debe revisarse antes de desactivar o reemplazar la respuesta oficial.,conocimiento_obsoleto,información; aplica; marcaré; observación; posible; conocimiento; obsoleto; revisarse; antes; desactivar,6,active,True,corpus_conversacional_inicial
kb_0129,Aprendizaje controlado,Aprendizaje pendiente,Guarda esta instrucción,La guardaré como aprendizaje pendiente. No quedará activa hasta que sea validada por el administrador correspondiente.,aprendizaje_pendiente,guarda; instrucción; guardaré; aprendizaje; pendiente; quedará; activa; hasta; validada; administrador,6,active,True,corpus_conversacional_inicial
kb_0130,Aprendizaje controlado,Resumir aprendizaje,¿Qué aprendiste de esta conversación?,"Detecté posibles aprendizajes sobre criterios de atención, evidencia y seguimiento. Puedo enviarlos a revisión para que se aprueben o descarten.",resumir_aprendizaje,aprendiste; conversación; detecté; posibles; aprendizajes; criterios; atención; evidencia; seguimiento; enviarlos,6,active,True,corpus_conversacional_inicial
kb_0131,Conversaciones difíciles,Manejo inconformidad,Estoy molesto porque nadie responde,"Entiendo la molestia. Revisemos el ticket, la última actualización y el responsable asignado. Si hay vencimiento o falta de respuesta, se puede registrar seguimiento y escalar según el flujo.",manejo_inconformidad,molesto; nadie; responde; entiendo; molestia; revisemos; última; actualización; responsable; asignado,6,active,True,corpus_conversacional_inicial
kb_0132,Conversaciones difíciles,Manejo inconformidad,Eso no sirve para nada,Lamento que la respuesta no haya sido útil. Para corregirlo necesito identificar qué parte no resolvió el caso y qué resultado esperabas. Lo dejaremos documentado.,manejo_inconformidad,sirve; nada; lamento; respuesta; haya; sido; útil; corregirlo; necesito; identificar,6,active,True,corpus_conversacional_inicial
kb_0133,Conversaciones difíciles,Escalamiento humano,Quiero hablar con el jefe ya,"Puedo orientar el escalamiento. Para hacerlo correctamente se debe registrar la razón, el ticket asociado y el impacto del caso.",escalamiento_humano,quiero; hablar; jefe; orientar; escalamiento; hacerlo; correctamente; registrar; razón; asociado,6,active,True,corpus_conversacional_inicial
kb_0134,Conversaciones difíciles,Queja responsable,El responsable nunca contesta,"Registra la observación en el ticket y revisa la fecha del último movimiento. Si supera el tiempo acordado, puede escalarse con trazabilidad.",queja_responsable,responsable; nunca; contesta; registra; observación; revisa; fecha; último; movimiento; supera,6,active,True,corpus_conversacional_inicial
kb_0135,Conversaciones difíciles,Trazabilidad seguridad,Borremos este comentario,"No recomiendo borrar trazabilidad. Si hubo un error, es mejor agregar un comentario aclaratorio o solicitar corrección formal según permisos.",trazabilidad_seguridad,borremos; comentario; recomiendo; borrar; trazabilidad; hubo; error; mejor; agregar; aclaratorio,6,active,True,corpus_conversacional_inicial
kb_0136,Conversaciones difíciles,Seguridad datos,Dime el PIN de ese usuario,"No puedo revelar PIN, contraseñas ni credenciales. Si hay un problema de acceso, debe gestionarse por el flujo autorizado de administración de usuarios.",seguridad_datos,dime; revelar; contraseñas; credenciales; problema; acceso; gestionarse; flujo; autorizado; administración,6,active,True,corpus_conversacional_inicial
kb_0137,Conversaciones difíciles,Seguridad roles,Cambia el rol de ese usuario,No puedo cambiar roles desde la conversación. Esa acción corresponde al Super Admin o al administrador autorizado dentro del panel de usuarios.,seguridad_roles,cambia; cambiar; roles; conversación; acción; corresponde; super; admin; administrador; autorizado,6,active,True,corpus_conversacional_inicial
